Date,Open,High,Low,Close,Volume,Adj Close
2016-10-18,76.389999,77.970001,75.610001,76.160004,1000300,76.160004
2016-10-17,75.730003,75.739998,74.260002,74.639999,1031300,74.639999
2016-10-14,76.150002,76.440002,75.059998,75.620003,1582900,75.620003
2016-10-13,74.75,75.620003,73.849998,75.389999,1489600,75.389999
2016-10-12,76.629997,77.07,73.019997,75.269997,3202000,75.269997
2016-10-11,80.25,80.800003,78.360001,78.800003,1672300,78.800003
2016-10-10,79.040001,80.489998,79.040001,80.029999,1057000,80.029999
2016-10-07,78.150002,78.949997,77.470001,78.519997,1293500,78.519997
2016-10-06,79.489998,79.910004,77.970001,78.379997,1168000,78.379997
2016-10-05,78.949997,80.019997,78.800003,79.43,1086400,79.43
2016-10-04,79.589996,79.839996,78.43,79.279999,1425800,79.279999
2016-10-03,79.07,79.720001,78.400002,79.57,1056300,79.57
2016-09-30,78.760002,79.699997,78.059998,79.150002,1553800,79.150002
2016-09-29,79.410004,80.099998,77.730003,78.480003,1028400,78.480003
2016-09-28,79.089996,80.309998,79.089996,79.769997,1890900,79.769997
2016-09-27,76.489998,79.190002,76.349998,79.040001,1504500,79.040001
2016-09-26,77.129997,77.230003,76.410004,76.75,907700,76.75
2016-09-23,77.620003,77.779999,76.800003,77.449997,1203900,77.449997
2016-09-22,77.449997,78.169998,76.910004,77.919998,1387200,77.919998
2016-09-21,75.919998,76.919998,74.959999,76.879997,1145000,76.879997
2016-09-20,75.519997,76.089996,74.779999,75.279999,1122000,75.279999
2016-09-19,77.879997,78.199997,75.900002,75.989998,923900,75.989998
2016-09-16,77.050003,78.349998,76.779999,77.290001,2087500,77.290001
2016-09-15,73.269997,77.75,72.980003,77.709999,3084100,77.709999
2016-09-14,72.470001,73.279999,71.980003,72.559998,1295600,72.559998
2016-09-13,73.610001,74.269997,71.339996,72.419998,1997300,72.419998
2016-09-12,73.220001,74.709999,72.690002,74.529999,704000,74.529999
2016-09-09,74.82,75.360001,73.349998,73.580002,843200,73.580002
2016-09-08,76.400002,76.650002,74.940002,75.400002,1154900,75.400002
2016-09-07,77.379997,78.389999,76.480003,76.559998,1721400,76.559998
2016-09-06,76.730003,77.989998,75.980003,77.720001,2139700,77.720001
2016-09-02,74.099998,76.860001,74.099998,76.239998,1989300,76.239998
2016-09-01,72.129997,74.089996,71.93,74.00,1548100,74.00
2016-08-31,72.699997,72.800003,71.739998,72.669998,951600,72.669998
2016-08-30,73.300003,73.75,73.089996,73.440002,861000,73.440002
2016-08-29,73.610001,73.830002,72.919998,73.389999,885000,73.389999
2016-08-26,73.419998,74.080002,72.879997,73.50,746400,73.50
2016-08-25,73.169998,74.910004,72.779999,73.599998,1017500,73.599998
2016-08-24,72.440002,73.459999,72.440002,72.769997,1017500,72.769997
2016-08-23,72.00,73.00,71.800003,72.620003,1007000,72.620003
2016-08-22,73.629997,73.699997,71.25,71.389999,1350500,71.389999
2016-08-19,72.860001,73.959999,72.580002,73.690002,736300,73.690002
2016-08-18,73.239998,73.629997,72.480003,73.07,1044000,73.07
2016-08-17,74.209999,74.699997,72.68,73.07,1163200,73.07
2016-08-16,76.410004,76.480003,74.50,74.519997,894100,74.519997
2016-08-15,75.839996,76.809998,75.150002,76.739998,861600,76.739998
2016-08-12,75.529999,75.800003,74.959999,75.769997,1079600,75.769997
2016-08-11,74.639999,76.290001,74.50,76.089996,1264800,76.089996
2016-08-10,75.00,75.080002,74.269997,74.550003,667900,74.550003
2016-08-09,74.82,75.279999,74.669998,75.00,719700,75.00
2016-08-08,75.00,75.629997,74.639999,74.940002,1121000,74.940002
2016-08-05,75.089996,75.989998,74.889999,75.830002,883400,75.830002
2016-08-04,73.870003,75.029999,73.870003,74.940002,1716300,74.940002
2016-08-03,72.809998,74.389999,72.50,74.269997,2010400,74.269997
2016-08-02,74.589996,74.82,71.690002,73.230003,2148500,73.230003
2016-08-01,74.790001,75.449997,74.050003,75.07,1286200,75.07
2016-07-29,75.900002,75.900002,73.440002,74.919998,2492500,74.919998
2016-07-28,75.400002,78.769997,74.150002,76.379997,3991900,76.379997
2016-07-27,74.00,75.00,72.480003,72.980003,2139400,72.980003
2016-07-26,73.559998,73.989998,72.959999,73.339996,1115900,73.339996
2016-07-25,72.839996,74.18,72.610001,73.559998,1383200,73.559998
2016-07-22,71.550003,73.139999,70.760002,72.669998,1133900,72.669998
2016-07-21,72.400002,72.93,70.610001,71.050003,1335700,71.050003
2016-07-20,70.68,73.419998,70.110001,72.650002,1755500,72.650002
2016-07-19,69.830002,70.910004,69.629997,69.989998,939400,69.989998
2016-07-18,70.82,70.900002,69.68,69.830002,1429700,69.830002
2016-07-15,71.470001,71.629997,70.330002,71.019997,1228400,71.019997
2016-07-14,70.849998,71.260002,70.150002,70.160004,842800,70.160004
2016-07-13,71.669998,72.760002,70.07,70.150002,1821100,70.150002
2016-07-12,69.339996,72.330002,68.110001,70.459999,1854100,70.459999
2016-07-11,69.410004,70.279999,68.800003,68.849998,1135500,68.849998
2016-07-08,65.410004,69.629997,65.410004,69.120003,2096300,69.120003
2016-07-07,65.550003,65.690002,64.75,65.010002,1303900,65.010002
2016-07-06,65.050003,65.559998,64.309998,65.330002,1171900,65.330002
2016-07-05,65.910004,65.910004,64.769997,65.269997,1539200,65.269997
2016-07-01,66.519997,67.449997,66.010002,66.209999,817000,66.209999
2016-06-30,67.00,67.00,64.900002,66.400002,1715700,66.400002
2016-06-29,65.830002,66.980003,65.57,66.440002,1484800,66.440002
2016-06-28,65.00,65.699997,63.880001,65.129997,2255800,65.129997
2016-06-27,69.669998,69.860001,63.509998,63.669998,3033800,63.669998
2016-06-24,72.57,73.220001,70.209999,70.330002,2646400,70.330002
2016-06-23,72.150002,75.190002,71.75,75.18,1363600,75.18
2016-06-22,72.470001,72.620003,71.800003,71.919998,751500,71.919998
2016-06-21,72.860001,73.139999,71.870003,72.730003,927400,72.730003
2016-06-20,73.169998,73.629997,72.50,72.599998,1109200,72.599998
2016-06-17,73.269997,74.529999,71.620003,72.07,1774400,72.07
2016-06-16,73.809998,73.959999,72.68,73.68,776900,73.68
2016-06-15,73.120003,75.089996,73.010002,74.470001,1080400,74.470001
2016-06-14,72.510002,73.519997,72.190002,72.980003,934800,72.980003
2016-06-13,73.32,74.379997,72.550003,72.709999,1753600,72.709999
2016-06-10,74.68,75.089996,73.790001,74.029999,1390500,74.029999
2016-06-09,76.43,77.260002,75.400002,75.559998,856000,75.559998
2016-06-08,75.959999,77.760002,75.400002,77.040001,2531000,77.040001
2016-06-07,74.879997,76.07,74.050003,76.019997,1978100,76.019997
2016-06-06,73.690002,75.25,73.459999,75.059998,1079300,75.059998
2016-06-03,73.82,74.00,72.860001,73.529999,1102700,73.529999
2016-06-02,72.790001,74.260002,72.510002,74.230003,1184700,74.230003
2016-06-01,71.379997,73.50,71.059998,73.169998,1889700,73.169998
2016-05-31,70.580002,71.690002,70.269997,71.629997,2295400,71.629997
2016-05-27,69.910004,70.889999,68.910004,70.730003,1349700,70.730003
2016-05-26,70.709999,71.059998,69.940002,70.050003,1171800,70.050003
2016-05-25,71.349998,71.50,70.629997,70.760002,1116000,70.760002
2016-05-24,70.540001,71.809998,70.089996,70.980003,1502400,70.980003
2016-05-23,69.57,71.129997,69.389999,70.230003,1180700,70.230003
2016-05-20,70.379997,70.769997,68.080002,70.00,2883200,70.00
2016-05-19,71.00,72.00,69.610001,69.75,1920300,69.75
2016-05-18,69.589996,71.050003,69.230003,70.029999,1006500,70.029999
2016-05-17,70.169998,70.510002,68.959999,69.50,1180200,69.50
2016-05-16,67.559998,70.449997,67.290001,70.300003,1943800,70.300003
2016-05-13,67.260002,68.379997,66.839996,67.440002,1477000,67.440002
2016-05-12,69.290001,69.580002,67.199997,67.470001,1687600,67.470001
2016-05-11,68.510002,70.120003,68.419998,68.639999,1560200,68.639999
2016-05-10,67.440002,68.699997,67.18,68.529999,1400900,68.529999
2016-05-09,66.849998,68.300003,66.800003,67.43,918800,67.43
2016-05-06,67.050003,67.739998,65.830002,67.279999,1612800,67.279999
2016-05-05,68.07,68.629997,67.269997,67.790001,1510400,67.790001
2016-05-04,69.480003,69.830002,67.519997,67.610001,1697800,67.610001
2016-05-03,70.839996,71.089996,69.139999,69.839996,1598000,69.839996
2016-05-02,71.449997,72.099998,70.860001,72.019997,1156600,72.019997
2016-04-29,71.339996,72.129997,70.169998,71.480003,1780100,71.480003
2016-04-28,73.120003,73.639999,71.120003,71.370003,1414000,71.370003
2016-04-27,72.25,73.809998,72.25,73.150002,1522700,73.150002
2016-04-26,73.419998,73.489998,72.07,72.660004,1409300,72.660004
2016-04-25,73.349998,74.57,73.00,73.410004,2525100,73.410004
2016-04-22,73.440002,73.75,71.800003,73.110001,3253600,73.110001
2016-04-21,74.769997,76.839996,73.209999,74.269997,8395500,74.269997
2016-04-20,64.18,65.50,63.880001,65.110001,2802500,65.110001
2016-04-19,64.470001,64.739998,62.549999,63.669998,2091700,63.669998
2016-04-18,63.200001,64.900002,63.02,64.470001,2259200,64.470001
2016-04-15,63.18,63.419998,62.459999,63.279999,1188600,63.279999
2016-04-14,63.080002,63.50,61.900002,63.00,3443600,63.00
2016-04-13,62.470001,63.93,61.43,63.77,1775400,63.77
2016-04-12,62.990002,63.32,61.549999,61.75,2461300,61.75
2016-04-11,64.870003,65.330002,63.18,63.310001,1348200,63.310001
2016-04-08,64.360001,65.029999,63.790001,64.50,1236100,64.50
2016-04-07,63.59,64.82,63.32,64.019997,1301800,64.019997
2016-04-06,63.740002,64.110001,62.91,63.84,1775700,63.84
2016-04-05,63.470001,64.410004,63.110001,63.650002,1670800,63.650002
2016-04-04,62.07,64.370003,61.959999,64.279999,2272100,64.279999
2016-04-01,61.130001,62.25,60.049999,62.029999,1536500,62.029999
2016-03-31,60.900002,61.41,59.93,61.18,2388300,61.18
2016-03-30,61.50,62.43,61.02,61.07,1661400,61.07
2016-03-29,60.240002,61.369999,59.93,61.139999,1557000,61.139999
2016-03-28,61.639999,61.669998,59.77,60.34,1616700,60.34
2016-03-24,61.529999,61.720001,60.830002,61.689999,1052200,61.689999
2016-03-23,62.200001,63.119999,62.00,62.25,2035800,62.25
2016-03-22,60.419998,62.82,60.25,62.32,1623000,62.32
2016-03-21,60.25,61.32,59.91,61.049999,1377800,61.049999
2016-03-18,61.049999,61.34,59.939999,60.150002,2735900,60.150002
2016-03-17,62.330002,62.759998,60.150002,60.799999,2468100,60.799999
2016-03-16,61.349998,62.639999,60.970001,62.369999,1193100,62.369999
2016-03-15,61.889999,62.07,60.75,61.650002,1523300,61.650002
2016-03-14,62.84,63.110001,61.860001,62.349998,1795500,62.349998
2016-03-11,61.099998,63.68,60.939999,63.349998,2121400,63.349998
2016-03-10,61.400002,62.32,59.759998,60.720001,2295700,60.720001
2016-03-09,60.540001,60.580002,59.25,60.490002,2225600,60.490002
2016-03-08,58.41,61.060001,58.150002,60.34,3140100,60.34
2016-03-07,57.990002,58.799999,56.580002,58.220001,1393700,58.220001
2016-03-04,58.869999,59.560001,58.130001,58.50,1906100,58.50
